id,title,author,format,status,read,pct_complete,first_seen,last_seen,events,sources,note_file,deleted
a-marriage-at-sea-sophie-elmhirst,A Marriage at Sea,Sophie Elmhirst,library,borrowed,,,2026-06-23,,1,libby,,
understanding-the-brain,Understanding the Brain,,,wishlist,,,2026-06-22,,1,audible-wishlist,,
american-scandal-audible,American Scandal,Audible,audiobook,owned,,,2026-06-05,,1,audible,,
leadership-and-self-deception-the-arbinger-institute,Leadership and Self-Deception,The Arbinger Institute,library,borrowed,,,2026-06-04,,1,libby,,
the-new-perimenopause-mary-claire-haver-md,The New Perimenopause,Mary Claire Haver MD,audiobook,owned,,,2026-05-31,,1,audible-shared,,
patterns-of-the-universe-a-coloring-adventure-in-math-an,Patterns of the Universe: A Coloring Adventure in Math and Beauty,,print,owned,,,2026-05-25,,1,amazon-print,,
visions-of-the-universe-a-coloring-journey-through-math,Visions of the Universe: A Coloring Journey Through Math's Great Mysteries,,print,owned,,,2026-05-25,,1,amazon-print,,
the-mythical-man-month-frederick-p-brooks-jr,The Mythical Man-Month,Frederick P. Brooks Jr.,library,wishlist,,,2026-05-07,2026-05-25,2,audible-wishlist; libby,,
the-mythical-man-month-anniversary-edition-essays-on-sof,"The Mythical Man-Month, Anniversary Edition: Essays on Software Engineering",Frederick P. Brooks Jr.,ebook,borrowed,,,2026-05-07,,2,kindle-library; library-via-kindle,,
inside-the-box-david-epstein,Inside the Box,David Epstein,audiobook,finished,yes,100,2026-05-05,,1,audible,,
book-and-dagger-elyse-graham,Book and Dagger,Elyse Graham,library,borrowed,,,2026-05-03,,1,libby,,
mexodus-nygel-d-robinson-brian-quijada,Mexodus,"Nygel D. Robinson,Brian Quijada",audiobook,finished,yes,98,2026-05-03,,1,audible,,
how-deeply-human-is-language-chomsky-the-brain-and-the-a,"How Deeply Human Is Language?: Chomsky, the Brain, and the AI Fantasy",Yosef Grodzinsky,print,owned,,,2026-04-29,,1,amazon-print; shelf-photo,,
your-default-settings-adjust-your-autopilot-to-build-a-m,Your Default Settings: Adjust Your Autopilot to Build a More Stable and Impact,Rad Wendzich,audiobook+ebook,owned,,38,2026-04-24,,2,audible; kindle-library,,
the-death-and-life-of-great-american-cities-jane-jacobs,The Death and Life of Great American Cities,"Jane Jacobs,Jason Epstein - introduction",audiobook,owned,,,2026-04-20,,1,audible-shared,,
there-are-no-accidents-jessie-singer,There Are No Accidents,Jessie Singer,audiobook,owned,,,2026-04-20,,1,audible-shared,,
when-the-forest-breathes-suzanne-simard,When the Forest Breathes,Suzanne Simard,library,borrowed,,,2026-04-09,,1,libby,,
the-final-empire-mistborn-book-1-unabridged,The Final Empire: Mistborn Book 1 (Unabridged),,,wishlist,,,2026-04-05,,1,audible-wishlist,,
the-perfect-storm-a-true-story-of-men-against-the-sea-un,The Perfect Storm: A True Story of Men Against the Sea (Unabridged),,,wishlist,,,2026-04-05,,1,audible-wishlist,,
dune-book-one-in-the-dune-chronicles-unabridged,Dune: Book One in the Dune Chronicles (Unabridged),,,wishlist,,,2026-04-05,,1,audible-wishlist,,
the-quiet-american-graham-greene,The Quiet American,Graham Greene,library,borrowed,,,2026-03-22,,1,libby,,
norse-mythology,Norse Mythology,,print,owned,,,2026-03-10,,1,amazon-print,,
awakening-your-ikigai-ken-mogi,Awakening Your Ikigai,Ken Mogi,library,borrowed,,,2026-02-10,,1,libby,,
unbreakable-vonda-wright-md,Unbreakable,"Vonda Wright, MD",library,borrowed,,,2026-01-27,,1,libby,,
joyspan-dr-kerry-burnight,Joyspan,Dr. Kerry Burnight,library,borrowed,,,2026-01-23,,1,libby,,
learn-french-10-in-1-20-hours-with-study-soundscapes-dit,Learn French 10-in-1: 20+ Hours with Study Soundscapes (Ditch the Boring Stuff,Global Citizen Language Learning,audiobook,owned,,,2026-01-17,,1,audible-shared,,
vector-robyn-arianrhod,Vector,Robyn Arianrhod,ebook+library,borrowed,,,2026-01-12,2026-07-13,4,kindle-library; libby; library-via-kindle,,
death-and-other-occupational-hazards-veronika-dapunt,Death and Other Occupational Hazards,Veronika Dapunt,audiobook,owned,,,2026-01-09,,1,audible-shared,,
the-beautiful-brain-the-drawings-of-santiago-ramon-y-caj,The Beautiful Brain: The Drawings of Santiago Ramon y Cajal,"Larry W. Swanson,Eric Newman,Alfonso Araqu",ebook,borrowed,,,2025-12-26,,2,kindle-library; kindle-unlimited,,
the-inner-game-of-tennis-w-timothy-gallwey,The Inner Game of Tennis,W. Timothy Gallwey,library,borrowed,,,2025-12-20,,1,libby,,
awareness-conversations-with-the-masters-unabridged,Awareness: Conversations with the Masters (Unabridged),,,wishlist,,,2025-12-09,,1,audible-wishlist,,
what-fresh-hell-is-this-heather-corinna,What Fresh Hell Is This?,Heather Corinna,library,borrowed,yes,,2025-12-02,,1,libby,,
the-complete-human-body-dr-alice-roberts,The Complete Human Body,Dr. Alice Roberts,library+print,owned,,,2025-11-30,,1,libby; shelf-photo,,
tools-of-titans-a-comprehensive-guide-to-high-performanc,Tools Of Titans: A Comprehensive Guide To High-Performance Tools And Tactics F,"Timothy Ferriss,Arnold Schwarzenegger",ebook,borrowed,,,2025-11-30,,2,kindle-library; kindle-unlimited,,
tribe-of-mentors-transformative-wisdom-from-icons-and-in,Tribe Of Mentors: Transformative Wisdom From Icons and Innovators to Help You ,Timothy Ferriss,ebook,borrowed,,,2025-11-30,,2,kindle-library; kindle-unlimited,,
atmosphere-a-gma-book-club-pick-a-love-story-taylor-jenk,Atmosphere: A GMA Book Club Pick: A Love Story,Taylor Jenkins Reid,ebook+library,borrowed,yes,,2025-11-26,2026-02-19,4,kindle-library; libby; library-via-kindle,,
sensation-perception,Sensation & Perception,,print,owned,,,2025-11-20,,1,amazon-print,,
the-great-nerve-the-new-science-of-the-vagus-nerve-and-h,The Great Nerve: The New Science of the Vagus Nerve and How to Harness Its Hea,,,wishlist,,,2025-11-19,,1,audible-wishlist,,
quantum-healing-deepak-chopra-m-d,Quantum Healing,"Deepak Chopra, M.D.",library,borrowed,,,2025-11-01,,1,libby,,
player-piano-kurt-vonnegut,Player Piano,Kurt Vonnegut,library,borrowed,,,2025-10-29,,1,libby,,
tuning-the-human-biofield-healing-with-vibrational-sound,Tuning the Human Biofield: Healing with Vibrational Sound Therapy,,print,owned,,,2025-10-25,,1,amazon-print,,
schuman-resonance-the-mysterious-harmony-of-the-earth-ju,Schuman resonance. : The mysterious harmony of the Earth,Justyna Pelc,ebook,borrowed,,,2025-10-25,,2,kindle-library; kindle-unlimited,,
shot-ready-unabridged,Shot Ready (Unabridged),,,wishlist,,,2025-10-16,,1,audible-wishlist,,
vibe-coding-building-production-grade-software-with-gena,"Vibe Coding: Building Production-Grade Software with GenAI, Chat, Agents, and ",,,wishlist,,,2025-10-10,,1,audible-wishlist,,
the-unusual-suspects-with-kenya-barris-and-malcolm-gladw,The Unusual Suspects with Kenya Barris and Malcolm Gladwell,"Kenya Barris,Malcolm Gladwell",audiobook,owned,,,2025-10-04,,1,audible,,
the-alchemist-a-modern-classic-fable-of-spiritual-healin,"The Alchemist: A Modern Classic Fable of Spiritual Healing, Self-Discovery, an",Paulo Coelho,ebook,borrowed,,,2025-09-28,,2,kindle-library; kindle-unlimited,,
gestalt-principles-for-creatives-mastering-visual-harmon,Gestalt Principles for Creatives : Mastering Visual Harmony Through Perception,Steve Velli,ebook,borrowed,,,2025-09-14,,2,kindle-library; kindle-unlimited,,
a-different-kind-of-power-jacinda-ardern,A Different Kind of Power,Jacinda Ardern,audiobook,owned,,,2025-09-13,,1,audible-shared,,
when-everyone-knows-that-everyone-knows-common-knowledge,When Everyone Knows That Everyone Knows . . .: Common Knowledge and the Myster,,,wishlist,,,2025-09-05,,1,audible-wishlist,,
how-to-solve-it-george-polya,How to Solve It,George Polya,ebook+library,borrowed,,,2025-08-18,2025-08-19,3,kindle-library; libby; library-via-kindle,,
polyvagal-theory-and-exercises-2-in-1-a-complete-guide-t,Polyvagal Theory and Exercises 2 in 1: A Complete Guide to Nervous System Heal,,ebook,owned,,,2025-08-16,,2,kindle; kindle-library,,
ways-of-being-james-bridle,Ways of Being,James Bridle,library,borrowed,,,2025-08-15,,1,libby,,
the-last-wilderness-unabridged,The Last Wilderness (Unabridged),,,wishlist,,,2025-08-14,,1,audible-wishlist,,
landscape-dreams-a-new-mexico-portrait,"Landscape Dreams, A New Mexico Portrait",,print,owned,,,2025-08-08,,1,amazon-print,,
tao-te-ching,Tao Te Ching,,ebook,owned,,,2025-07-24,,2,kindle; kindle-library,,
so-good-they-can-t-ignore-you-cal-newport,So Good They Can't Ignore You,Cal Newport,ebook+library,borrowed,,,2025-07-21,2026-06-05,3,kindle-library; kindle-unlimited; libby,,
the-curve-of-time-new-expanded-edition,"The Curve of Time: New, Expanded Edition",,ebook,owned,,,2025-07-21,,2,kindle; kindle-library,,
the-grieving-brain-the-surprising-science-of-how-we-lear,The Grieving Brain: The Surprising Science of How We Learn from Love and Loss ,Mary-Frances O'Connor,ebook,borrowed,,,2025-07-21,,2,kindle-library; kindle-unlimited,,
the-art-of-thinking-in-graphs-illustrating-the-52-princi,The Art of Thinking in Graphs: Illustrating the 52 Principles That Shape Our P,Dolev Erez,ebook,borrowed,,,2025-07-21,,2,kindle-library; kindle-unlimited,,
the-age-of-agentic-ai-a-practical-exciting-exploration-o,The Age of Agentic AI: A Practical & Exciting Exploration of AI Agents,One Book Ahead Publishing,ebook,borrowed,,,2025-07-21,,2,kindle-library; kindle-unlimited,,
fisherman-s-bend-linda-greenlaw,Fisherman's Bend,Linda Greenlaw,audiobook,owned,,,2025-07-17,,1,audible-shared,,
your-brain-on-art-how-the-arts-transform-us,Your Brain on Art: How the Arts Transform Us,,ebook,owned,,,2025-07-10,,2,kindle; kindle-library,,
introduction-to-cognitive-science-thad-a-polk-the-great,Introduction to Cognitive Science,"Thad A. Polk,The Great Courses",audiobook,finished,yes,100,2025-06-10,2025-10-04,2,audible; audible-wishlist,,
the-let-them-theory-mel-robbins,The Let Them Theory,Mel Robbins,audiobook,finished,yes,100,2025-06-10,2025-07-03,2,audible; audible-wishlist,,
tiny-experiments-how-to-live-freely-in-a-goal-obsessed-w,Tiny Experiments: How to Live Freely in a Goal-Obsessed World (Unabridged),,,wishlist,,,2025-06-10,,1,audible-wishlist,,
effortless-make-it-easier-to-do-what-matters-most-unabri,Effortless: Make It Easier to Do What Matters Most (Unabridged),Greg McKeown,audiobook,finished,yes,99,2025-06-02,2025-06-03,2,audible; audible-wishlist,,
sing-like-fish-amorina-kingdon,Sing Like Fish,Amorina Kingdon,library,borrowed,,,2025-05-30,,1,libby,,
decision-making-under-deep-uncertainty-from-theory-to-pr,Decision Making under Deep Uncertainty: From Theory to Practice,,ebook,owned,,,2025-05-23,,2,kindle; kindle-library,,
click-how-to-make-what-people-want-jake-knapp-john-zerat,Click: How to Make What People Want,"Jake Knapp, John Zeratsky",library+print,owned,,,2025-05-22,2025-06-01,2,amazon-print; libby,,
the-4-hour-body-timothy-ferriss,The 4-Hour Body,Timothy Ferriss,library,borrowed,,,2025-05-01,,1,libby,,
desolation-sound-the-discovery-islands-revised-fifth-edi,"Desolation Sound & the Discovery Islands: Revised Fifth Edition, updated to 20",,print,owned,,,2025-05-01,,1,amazon-print,,
a-pattern-language-christopher-alexander,A Pattern Language,Christopher Alexander,library,borrowed,,,2025-04-24,,1,libby,,
hbr-s-10-must-reads-on-leadership-harvard-business-revie,HBR's 10 Must Reads on Leadership,"Harvard Business Review, Peter F. Drucker,",library,borrowed,,,2025-04-21,,1,libby,,
eat-race-win-hannah-grant-stacy-sims,Eat Race Win,"Hannah Grant, Stacy Sims",library,borrowed,,,2025-04-21,,1,libby,,
the-five-most-important-questions-peter-f-drucker,The Five Most Important Questions,Peter F. Drucker,library,borrowed,,,2025-04-09,,1,libby,,
hbr-s-10-must-reads-on-innovation-harvard-business-revie,HBR's 10 Must Reads on Innovation,"Harvard Business Review, Peter F. Drucker,",library,borrowed,,,2025-04-08,,1,libby,,
hbr-s-10-must-reads-on-managing-yourself-harvard-busines,HBR's 10 Must Reads on Managing Yourself,"Harvard Business Review, Peter F. Drucker,",library,borrowed,,,2025-04-08,,1,libby,,
the-effective-executive-peter-f-drucker,The Effective Executive,Peter F. Drucker,library,borrowed,,,2025-04-08,,1,libby,,
the-art-of-the-print-masterpieces-history-techniques,"The Art of the Print: Masterpieces, History, Techniques",,print,owned,,,2025-03-30,,1,amazon-print,,
no-self-no-problem-how-neuropsychology-is-catching-up-to,"No Self, No Problem: How Neuropsychology is Catching Up to Buddhism (Unabridge",,,wishlist,,,2025-03-06,,1,audible-wishlist,,
how-to-winter-kari-leibowitz-phd,How to Winter,"Kari Leibowitz, PhD",library,borrowed,,,2025-02-27,,1,libby,,
the-unusual-suspects-with-kenya-barris-and-malcolm-gladw-2,The Unusual Suspects with Kenya Barris and Malcolm Gladwell Season 1,,,wishlist,,,2025-02-22,,1,audible-wishlist,,
exploring-requirements-1-quality-before-design,Exploring Requirements 1: Quality Before Design,,ebook,owned,,,2025-02-10,,2,kindle; kindle-library,,
the-molecule-of-more-daniel-z-lieberman-michael-e-long,The Molecule of More,"Daniel Z. Lieberman, Michael E. Long",library,borrowed,,,2025-01-30,,1,libby,,
supercommunicators-charles-duhigg,Supercommunicators,Charles Duhigg,library,borrowed,,,2025-01-30,,1,libby,,
invisible-women-caroline-criado-perez,Invisible Women,Caroline Criado-Perez,audiobook+library,owned,,,2025-01-29,2026-01-19,3,audible-shared; libby,,
algorithms-to-live-by-the-computer-science-of-human-deci,Algorithms to Live By: The Computer Science of Human Decisions,"Brian Christian,Tom Griffiths",audiobook+ebook,owned,,,2025-01-26,,3,audible; kindle-library; kindle-unlimited,,
rationality-steven-pinker,Rationality,Steven Pinker,library,borrowed,,,2025-01-15,2025-02-12,2,libby,,
inner-excellence-jim-murphy,Inner Excellence,Jim Murphy,library,wishlist,,,2025-01-14,2025-01-30,2,audible-wishlist; libby,,
revenge-of-the-tipping-point-malcolm-gladwell,Revenge of the Tipping Point,Malcolm Gladwell,library,borrowed,,,2025-01-07,2025-02-16,2,libby,,
the-checklist-manifesto-atul-gawande,The Checklist Manifesto,Atul Gawande,library,borrowed,,,2025-01-07,,1,libby,,
generative-ai-harvard-business-review-ethan-mollick-da,Generative AI,"Harvard Business Review, Ethan Mollick, Da",library,borrowed,,,2025-01-04,,1,libby,,
the-thin-book-of-trust-charles-feltman,The Thin Book of Trust,Charles Feltman,library,borrowed,,,2024-12-26,,1,libby,,
hbr-s-10-must-reads-on-public-speaking-and-presenting-ha,HBR's 10 Must Reads on Public Speaking and Presenting,"Harvard Business Review, Chris Anderson, A",library,borrowed,,,2024-12-22,,1,libby,,
resonate-present-visual-stories-that-transform-audiences,Resonate: Present Visual Stories that Transform Audiences,,print,owned,,,2024-12-16,,1,amazon-print,,
build-an-unorthodox-guide-to-making-things-worth-making,Build: An Unorthodox Guide to Making Things Worth Making – An NYT Bestselling ,Tony Fadell,ebook,borrowed,,,2024-12-16,,2,kindle-library; kindle-unlimited,,
turn-the-ship-around-l-david-marquet-captain-usn-retired,Turn the Ship Around!,"L. David Marquet, Captain, USN, retired",library,borrowed,,,2024-12-10,,1,libby,,
harvard-business-review-emotional-intelligence-collectio,Harvard Business Review Emotional Intelligence Collection,Harvard Business Review,library,borrowed,,,2024-11-24,,1,libby,,
mindset-carol-dweck,Mindset,Carol Dweck,library,borrowed,,,2024-11-18,,1,libby,,
the-messy-middle-scott-belsky,The Messy Middle,Scott Belsky,library,borrowed,,,2024-10-28,,1,libby,,
the-one-thing-gary-keller-jay-papasan,The ONE Thing,"Gary Keller, Jay Papasan",audiobook+library,finished,yes,100,2024-10-22,2024-10-30,2,audible; libby,,
the-saas-playbook-build-a-multimillion-dollar-startup-wi,The SaaS Playbook: Build a Multimillion-Dollar Startup Without Venture Capital,,,wishlist,,,2024-10-14,,1,audible-wishlist,,
exploring-requirements-quality-before-design,Exploring Requirements: Quality Before Design,,print,owned,,,2024-09-15,,1,amazon-print,,
san-sebastian,San Sebastian,,ebook,uncertain,,,2024-08-19,,1,kindle,,
learning-domain-driven-design-vlad-khononov,Learning Domain-Driven Design,Vlad Khononov,ebook+library+print,owned,,,2024-08-17,2025-07-10,7,amazon-print; kindle-library; libby; library-via-kindle,,
to-engineer-is-human-henry-petroski,To Engineer Is Human,Henry Petroski,audiobook,owned,,,2024-08-17,,1,audible,,
48-laws-of-power-robert-greene,48 Laws of Power,Robert Greene,audiobook,owned,,,2024-08-17,,1,audible,,
first-break-all-the-rules-marcus-buckingham-curt-coffman,"First, Break All the Rules","Marcus Buckingham, Curt Coffman",library,borrowed,,,2024-08-05,,1,libby,,
atomic-habits-james-clear,Atomic Habits,James Clear,library,borrowed,,,2024-08-05,,1,libby,,
transformed-marty-cagan,Transformed,Marty Cagan,audiobook,owned,,14,2024-06-21,,1,audible,,
innovating-for-people-handbook-of-human-centered-design,Innovating for People Handbook of Human-Centered Design Methods,,print,owned,,,2024-05-22,,1,amazon-print,,
grids-guides-gray-a-notebook-for-visual-thinkers-blank-d,Grids & Guides (Gray): A Notebook for Visual Thinkers (Blank Deluxe Clothbound,,print,owned,,,2024-03-10,,2,amazon-print,,
visual-intelligence-sharpen-your-perception-change-your,"Visual Intelligence: Sharpen Your Perception, Change Your Life",Amy E. Herman,print,owned,,,2024-01-14,,1,amazon-print; shelf-photo,,
on-food-and-cooking-the-science-and-lore-of-the-kitchen,On Food and Cooking: The Science and Lore of the Kitchen,,print,owned,,,2024-01-14,,1,amazon-print,,
outlive-peter-attia-md-bill-gifford,Outlive,"Peter Attia, MD, Bill Gifford",library,borrowed,yes,,2023-12-26,,1,libby,,
homewaters-a-human-and-natural-history-of-puget-sound,Homewaters: A Human and Natural History of Puget Sound,,print,owned,,,2023-12-25,,1,amazon-print,,
the-weather-of-the-pacific-northwest,The Weather of the Pacific Northwest,,print,owned,,,2023-12-25,,1,amazon-print,,
ikigai-journey-a-practical-guide-to-finding-happiness-an,Ikigai Journey: A Practical Guide to Finding Happiness and Purpose the Japanes,Héctor  García,ebook,borrowed,,,2023-12-10,,2,kindle-library; library-via-kindle,,
how-to-ikigai-tim-tamashiro,How to Ikigai,Tim Tamashiro,library,borrowed,,,2023-12-07,2026-02-17,2,libby,,
the-manager-s-path-camille-fournier,The Manager's Path,Camille Fournier,audiobook+ebook,finished,yes,100,2023-12-07,,2,audible; kindle,,
the-leadership-lessons-of-gregg-popovich-a-case-study-on,The Leadership Lessons of Gregg Popovich: A Case Study on the San Antonio Spur,,print,owned,,,2023-12-03,,1,amazon-print,,
kill-the-unicorn-emma-hayes-michael-calvin-contributor,Kill the Unicorn,"Emma Hayes,Michael Calvin - contributor",audiobook,finished,yes,100,2023-12-02,,1,audible,,
saving-time-jenny-odell,Saving Time,Jenny Odell,library,borrowed,,,2023-11-27,,1,libby,,
the-practice-of-adaptive-leadership-ronald-a-heifetz-mar,The Practice of Adaptive Leadership,"Ronald A. Heifetz, Marty Linsky, Alexander",audiobook+library,owned,,10,2023-11-09,2025-10-29,4,audible; libby,,
the-book-of-joy-dalai-lama-desmond-tutu-douglas-carlton,The Book of Joy,"Dalai Lama, Desmond Tutu, Douglas Carlton ",library,borrowed,,,2023-11-08,,1,libby,,
money-power-respect-how-women-in-sports-are-shaping-the,"Money, Power, Respect: How Women in Sports Are Shaping the Future of Feminism",,print,owned,,,2023-11-07,,1,amazon-print,,
ikigai-the-japanese-secret-to-a-long-and-happy-life-h-ct,Ikigai: The Japanese Secret to a Long and Happy Life,"Héctor García,Francesc Miralles",audiobook+ebook,finished,yes,100,2023-11-05,,2,audible; kindle,,
the-great-money-reset-jill-schlesinger,The Great Money Reset,Jill Schlesinger,ebook+library,borrowed,,,2023-10-16,2023-10-20,4,kindle-library; libby; library-via-kindle,,
leading-with-the-heart-mike-krzyzewski-donald-t-phillips,Leading with the Heart,"Mike Krzyzewski, Donald T. Phillips",library,borrowed,,,2023-10-01,2024-11-02,2,libby,,
movement-of-power-ancient-secrets-of-unleashing-instinct,Movement of Power: Ancient Secrets of Unleashing Instinctual Vitality,Bob Klein,ebook+print,owned,,,2023-09-30,,2,kindle; kindle-library; shelf-photo,,
movements-of-magic-the-spirit-of-tai-chi-chuan,Movements of Magic - the Spirit of Tai-chi-Chuan,,ebook,owned,,,2023-09-30,,2,kindle; kindle-library,,
be-water-my-friend-shannon-lee,"Be Water, My Friend",Shannon Lee,library,borrowed,,,2023-09-17,,1,libby,,
the-gold-standard-mike-krzyzewski-jamie-k-spatola,The Gold Standard,"Mike Krzyzewski, Jamie K. Spatola",library,borrowed,,,2023-07-18,,1,libby,,
synaptic-self-joseph-ledoux,Synaptic Self,Joseph LeDoux,library,borrowed,,,2023-07-15,,1,libby,,
the-5-choices-the-path-to-extraordinary-productivity-kor,The 5 Choices: The Path to Extraordinary Productivity,"Kory Kogon, Adam Merrill, Leena Rinne",ebook+library,owned,,,2023-06-23,,3,kindle; kindle-library; libby,,
lessons-in-chemistry-a-novel,Lessons in Chemistry: A Novel,,print,owned,yes,,2023-02-26,,1,amazon-print,,
tomorrow-and-tomorrow-and-tomorrow-a-novel,"Tomorrow, and Tomorrow, and Tomorrow: A novel",,print,owned,yes,,2023-02-26,,1,amazon-print,,
the-light-we-carry-michelle-obama,The Light We Carry,Michelle Obama,library,borrowed,,,2023-02-20,,1,libby,,
digital-supply-networks-transform-your-supply-chain-and,Digital Supply Networks: Transform Your Supply Chain and Gain Competitive Adva,,ebook,owned,,,2023-01-18,,2,kindle; kindle-library,,
spare-prince-harry-the-duke-of-sussex,Spare,Prince Harry The Duke of Sussex,audiobook,owned,,7,2023-01-10,,1,audible,,
daisy-jones-the-six-a-novel,Daisy Jones & The Six: A Novel,,print,owned,,,2023-01-07,,1,amazon-print,,
everyone-s-table-global-recipes-for-modern-health,Everyone's Table: Global Recipes for Modern Health,,print,owned,,,2023-01-07,,1,amazon-print,,
the-creative-act-a-way-of-being-unabridged-rick-rubin,The Creative Act: A Way of Being (Unabridged),Rick Rubin,audiobook,finished,yes,81,2022-12-08,2023-01-17,2,audible; audible-wishlist,,
the-chip-how-two-americans-invented-the-microchip-and-la,The Chip: How Two Americans Invented the Microchip and Launched a Revolution (,,,wishlist,,,2022-11-29,,1,audible-wishlist,,
my-family-and-other-animals-gerald-durrell,My Family and Other Animals,Gerald Durrell,library,borrowed,,,2022-11-27,,1,libby,,
dinners-with-ruth-nina-totenberg,Dinners with Ruth,Nina Totenberg,audiobook,owned,,,2022-11-27,,1,audible,,
the-west-wing-and-beyond-what-i-saw-inside-the-presidenc,The West Wing and Beyond: What I Saw Inside the Presidency,,print,owned,,,2022-11-25,,1,amazon-print,,
data-smart-using-data-science-to-transform-information-i,Data Smart: Using Data Science to Transform Information into Insight,,print,owned,,,2022-11-25,,1,amazon-print,,
electronics-explained-louis-e-frenzel,Electronics Explained,Louis E. Frenzel,ebook+library,borrowed,,,2022-11-02,,3,kindle-library; libby; library-via-kindle,,
conquering-the-electron-derek-cheung-eric-brach,Conquering the Electron,"Derek Cheung,Eric Brach",audiobook,finished,yes,99,2022-11-01,2022-11-02,2,audible; audible-wishlist,,
the-grid-the-fraying-wires-between-americans-and-our-ene,The Grid: The Fraying Wires Between Americans and Our Energy Future (Unabridge,,,wishlist,,,2022-11-01,,1,audible-wishlist,,
electric-body-electric-health-eileen-day-mckusick,"Electric Body, Electric Health",Eileen Day McKusick,audiobook,finished,yes,99,2022-10-31,2025-10-04,2,audible; audible-wishlist,,
the-great-mental-models-general-thinking-concepts-unabri,The Great Mental Models: General Thinking Concepts (Unabridged),,,wishlist,,,2022-10-31,,1,audible-wishlist,,
the-evidence-for-modern-physics-how-we-know-what-we-know,The Evidence for Modern Physics: How We Know What We Know,,,wishlist,,,2022-10-31,,1,audible-wishlist,,
the-trusted-advisor-david-h-maister-robert-m-galford-cha,The Trusted Advisor,"David H. Maister,Robert M. Galford,Charles",audiobook+ebook,owned,,,2022-09-06,,2,audible; kindle,,
how-to-tell-a-story-the-moth-meg-bowles-catherine-burns,How to Tell a Story,"The Moth,Meg Bowles,Catherine Burns,Jenife",audiobook,owned,,12,2022-08-27,,1,audible,,
the-song-of-achilles-madeline-miller,The Song of Achilles,Madeline Miller,audiobook+ebook,owned,,1,2022-08-24,,2,audible; kindle,,
laws-of-ux-using-psychology-to-design-better-products-se,Laws of UX: Using Psychology to Design Better Products & Services,,print,owned,,,2022-07-18,2022-10-15,2,amazon-print,,
rick-steves-pocket-athens,Rick Steves Pocket Athens,,print,owned,,,2022-07-18,,1,amazon-print,,
walking-on-the-greek-islands-the-cyclades-naxos-and-the,"Walking on the Greek Islands: The Cyclades: Naxos and the 50km Naxos Strada, P",,print,owned,,,2022-07-18,,1,amazon-print,,
moon-greek-islands-athens-island-escapes-with-timeless-v,"Moon Greek Islands & Athens: Island Escapes with Timeless Villages, Scenic Hik",,print,owned,,,2022-07-18,,1,amazon-print,,
the-old-man-and-the-sea-ernest-hemingway,The Old Man and the Sea,Ernest Hemingway,library,borrowed,,,2022-05-17,,1,libby,,
future-tense-tracy-dennis-tiwary,Future Tense,Tracy Dennis-Tiwary,audiobook,owned,,39,2022-05-03,,1,audible,,
powerboat-handling-illustrated-how-to-make-your-boat-do,Powerboat Handling Illustrated: How to Make Your Boat Do Exactly What You Want,,print,owned,,,2022-04-14,,1,amazon-print,,
how-to-read-water-tristan-gooley,How to Read Water,Tristan Gooley,audiobook+ebook,finished,yes,88,2022-04-11,,2,audible; kindle,,
the-pragmatic-programmer-20th-anniversary-edition-2nd-ed,"The Pragmatic Programmer: 20th Anniversary Edition, 2nd Edition: Your Journey ",,,wishlist,,,2022-04-08,,1,audible-wishlist,,
computer-science-beginners-crash-course-coding-data-pyth,"Computer Science Beginners Crash Course: Coding Data, Python, Algorithms & Hac",,,wishlist,,,2022-04-08,,1,audible-wishlist,,
ask-for-more-10-questions-to-negotiate-anything-unabridg,Ask For More: 10 Questions to Negotiate Anything (Unabridged),Alexandra Carter,audiobook,finished,yes,98,2022-03-04,2022-05-10,2,audible; audible-wishlist,,
zen-and-the-art-of-motorcycle-maintenance-robert-m-pirsi,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,library,borrowed,,,2022-02-27,,1,libby,,
how-not-to-die-michael-greger-m-d-faclm-gene-stone,How Not to Die,"Michael Greger, M.D., FACLM, Gene Stone",library,borrowed,,,2022-02-24,2022-06-23,3,libby,,
critical-path-unabridged,Critical Path (Unabridged),,,wishlist,,,2022-02-15,,1,audible-wishlist,,
